"Disease1","Disease1_key","Disease1_name","Disease2","Disease2_key","Disease2_name","TestValue","ExpectedValue","Variance","PValue","AdjustedPValue"
"condition_1634","1634","Roundworms","condition_1640","1640","Whipworms",19,1.66060006906662,1.65995638160606,0,0
"condition_1701","1701","Chocolate","condition_1703","1703","Grapes or raisins",35,7.55103160647446,7.54063335545827,0,0
"condition_104","104","Keratoconjunctivitis sicca (KCS)","condition_109","109","Corneal ulcer",25,5.56338820410107,5.54869145097148,1.11022302462516e-16,6.90114632106999e-13
"condition_1616","1616","Gastrointestinal parasites","condition_1622","1622","Hookworms",14,2.1051527978318,2.10429490191505,1.11022302462516e-16,6.90114632106999e-13
"condition_407","407","Chronic or recurrent skin infections","condition_426","426","Seasonal allergies",51,17.4693545625119,17.4119757348126,4.44089209850063e-16,2.76045852842799e-12
"condition_412","412","Food or medicine allergies that affect the skin","condition_426","426","Seasonal allergies",50,17.0882323515334,17.0331338717469,7.7715611723761e-16,4.83080242474898e-12
"condition_510","510","Arrhythmia","condition_519","519","Valve disease",10,1.21727880820884,1.21691285038473,8.88178419700125e-16,5.52091705685598e-12
"condition_202","202","Ear Infection","condition_407","407","Chronic or recurrent skin infections",62,24.0298453949436,23.8831188808194,3.88578058618805e-15,2.41540121237449e-11
"condition_514","514","Hypertension (high blood pressure)","condition_908","908","Chronic kidney disease",16,2.92122116466967,2.91296373949322,9.10382880192628e-15,5.65893998327738e-11
"condition_298","298","Other ear condition","condition_608","608","Laryngeal paralysis (Respiratory)",17,3.2843047039536,3.26859321002572,1.64313007644523e-14,1.02136965551835e-10
"condition_407","407","Chronic or recurrent skin infections","condition_412","412","Food or medicine allergies that affect the skin",27,7.02053541751917,7.01046177033638,2.24265050974282e-14,1.39403155685614e-10
"condition_405","405","Atopic dermatitis (atopy)","condition_426","426","Seasonal allergies",50,18.0863786904863,18.0303465949497,2.83106871279415e-14,1.75979231187284e-10
"condition_202","202","Ear Infection","condition_426","426","Seasonal allergies",102,52.0356068448264,51.5230215201394,1.69153580031889e-12,1.05145865347822e-08
"condition_202","202","Ear Infection","condition_423","423","Pruritis (itchy skin)",67,29.4091135260341,29.2515225704869,1.82154291650249e-12,1.13227107689795e-08
"condition_432","432","Ticks","condition_712","712","Food or medicine allergies",23,5.99688646389987,5.99040737072758,1.8650636590678e-12,1.15932357047654e-08
"condition_512","512","Congestive heart failure","condition_519","519","Valve disease",14,2.67566392040144,2.67245363376857,2.14628315120535e-12,1.33412960678925e-08
"condition_426","426","Seasonal allergies","condition_712","712","Food or medicine allergies",42,15.4672174613406,15.4243748271405,7.10076442089758e-12,4.41383516402994e-08
"condition_104","104","Keratoconjunctivitis sicca (KCS)","condition_407","407","Chronic or recurrent skin infections",20,5.00569713395162,4.998614324318,9.96158711075168e-12,6.19212254804324e-08
"condition_116","116","Nuclear sclerosis","condition_405","405","Atopic dermatitis (atopy)",22,5.89818638121752,5.89140019414044,1.6352252885099e-11,1.01645603933775e-07
"condition_504","504","Murmur","condition_512","512","Congestive heart failure",51,20.8632907085496,20.6419386509963,1.64285252068908e-11,1.02119712686033e-07
"condition_432","432","Ticks","condition_1634","1634","Roundworms",19,4.79818693863679,4.79399929192697,4.39946967745186e-11,2.73471035150408e-07
"condition_1701","1701","Chocolate","condition_1798","1798","Other ToxinConsumption",31,10.3013563017456,10.2829853837359,5.41836575607135e-11,3.36805615397395e-07
"condition_404","404","Alopecia (hair loss)","condition_407","407","Chronic or recurrent skin infections",19,4.82721793007614,4.82214844560834,5.44365663657231e-11,3.38377696529335e-07
"condition_305","305","Extracted teeth","condition_307","307","Gingivitis (red, puffy gums)",242,163.303113910245,155.739565162694,1.4311440921233e-10,8.89599167663843e-07
"condition_1701","1701","Chocolate","condition_1705","1705","Ingestion of recreational drugs",19,4.99853653455779,4.99393641953696,1.85880977277009e-10,1.15543615475389e-06
"condition_708","708","Chronic or recurrent diarrhea","condition_712","712","Food or medicine allergies",24,7.28298371078842,7.27379070468938,2.85232060193152e-10,1.77300248616063e-06
"condition_1105","1105","Cruciate ligament rupture","condition_1898","1898","Other trauma",64,30.144323110269,29.966551419764,3.11258463447928e-10,1.93478260879232e-06
"condition_406","406","Chronic or recurrent hot spots","condition_426","426","Seasonal allergies",57,25.8118767272924,25.6771567925017,3.75799946716882e-10,2.33597246879214e-06
"condition_1609","1609","Coccidia","condition_1617","1617","Giardia",16,3.8945873798,3.89192564143346,4.22675450195698e-10,2.62735059841646e-06
"condition_404","404","Alopecia (hair loss)","condition_1305","1305","Cushing's disease (hyperadrenocorticism; excess adrenal function)",14,3.15346479693493,3.15117710923826,4.9756698761172e-10,3.09287639499445e-06
"condition_407","407","Chronic or recurrent skin infections","condition_423","423","Pruritis (itchy skin)",29,9.86557527414059,9.84794048526455,5.39131517207636e-10,3.35124151096267e-06
"condition_202","202","Ear Infection","condition_412","412","Food or medicine allergies that affect the skin",49,21.1339673651876,21.0404129990172,6.19845175187095e-10,3.85295760896298e-06
"condition_411","411","Fleas","condition_1634","1634","Roundworms",21,6.10544517283506,6.09905031412303,8.14244560665145e-10,5.06134418909454e-06
"condition_406","406","Chronic or recurrent hot spots","condition_423","423","Pruritis (itchy skin)",37,14.3880237088574,14.3488424705718,1.19069787363202e-09,7.40137798249664e-06
"condition_915","915","Urinary incontinence","condition_916","916","Urinary tract infection (chronic or recurrent)",54,24.7332776980934,24.5126108396634,1.69760994150892e-09,1.05523433964194e-05
"condition_405","405","Atopic dermatitis (atopy)","condition_412","412","Food or medicine allergies that affect the skin",23,7.19983945639983,7.19051578382287,1.90481208584004e-09,1.18403119255817e-05
"condition_407","407","Chronic or recurrent skin infections","condition_424","424","Pyoderma or bacterial dermatitis",13,2.97741186401283,2.97514836779301,3.11132519748014e-09,1.93399974275366e-05
"condition_1616","1616","Gastrointestinal parasites","condition_1634","1634","Roundworms",13,3.00787675935011,3.00602257246758,4.12735301491551e-09,2.56556263407148e-05
"condition_304","304","Dental calculus (yellow build-up on teeth)","condition_306","306","Fractured teeth",284,204.085925861449,196.886909233526,6.15858908314948e-09,3.82817897408572e-05
"condition_432","432","Ticks","condition_1601","1601","Anaplasmosis",13,3.1028339462607,3.10095894810652,9.52891565653147e-09,5.92317397209996e-05
"condition_1812","1812","Laceration","condition_1817","1817","Torn or broken toenail",40,17.0104160412483,16.9480080505433,1.17295303470044e-08,7.29107606369794e-05
"condition_1813","1813","Penetrating wound (such as a stick)","condition_1817","1817","Torn or broken toenail",29,10.7643592994782,10.7323196505939,1.30029715883495e-08,8.08264713931805e-05
"condition_432","432","Ticks","condition_1616","1616","Gastrointestinal parasites",15,3.96275079846746,3.95968913376407,1.45602299106429e-08,9.05063891245563e-05
"condition_198","198","Other eye condition","condition_298","298","Other ear condition",18,5.32688419034006,5.32163861582392,1.96859051282416e-08,0.00012236758627715
"condition_412","412","Food or medicine allergies that affect the skin","condition_423","423","Pruritis (itchy skin)",27,9.81761963399112,9.79961587747725,2.02316544628545e-08,0.000125759964141104
"condition_404","404","Alopecia (hair loss)","condition_405","405","Atopic dermatitis (atopy)",17,4.90089864155971,4.89609722491299,2.27577527933676e-08,0.000141462191363573
"condition_116","116","Nuclear sclerosis","condition_304","304","Dental calculus (yellow build-up on teeth)",96,55.9011312705896,55.1407631411569,3.33158889365137e-08,0.000207091565629369
"condition_1622","1622","Hookworms","condition_1637","1637","Tapeworms",15,4.122650296104,4.11942973616961,4.17825760656854e-08,0.0002597204928243
"condition_915","915","Urinary incontinence","condition_998","998","Other kidney condition",20,6.43127317116405,6.41844988497543,4.25903000644823e-08,0.000264741305200822
"condition_410","410","Flea allergy dermatitis","condition_1637","1637","Tapeworms",19,5.95434995590038,5.94765682297105,4.41601020195748e-08,0.000274499194153677
"condition_202","202","Ear Infection","condition_406","406","Chronic or recurrent hot spots",67,35.4587846280757,35.1004624678194,5.08098835227955e-08,0.000315834235977697
"condition_405","405","Atopic dermatitis (atopy)","condition_406","406","Chronic or recurrent hot spots",29,11.2463429079447,11.2206662537603,5.78911422133288e-08,0.000359851339998052
"condition_104","104","Keratoconjunctivitis sicca (KCS)","condition_202","202","Ear Infection",33,13.6758464282009,13.6290491026527,8.27565349581505e-08,0.000514414621299863
"condition_405","405","Atopic dermatitis (atopy)","condition_410","410","Flea allergy dermatitis",18,5.6390063776269,5.63285113515343,9.53308592066548e-08,0.000592576620828566
"condition_709","709","Chronic or recurrent vomiting","condition_916","916","Urinary tract infection (chronic or recurrent)",15,4.27029788911748,4.2662164039496,1.02487202502388e-07,0.000637060450754844
"condition_1605","1605","Bordetella and/or parainfluenza (kennel cough)","condition_1617","1617","Giardia",36,15.5507011821231,15.5064773670701,1.03442669319165e-07,0.00064299963248793
"condition_306","306","Fractured teeth","condition_1898","1898","Other trauma",83,47.7576950326758,47.3686650118375,1.52302711664554e-07,0.000946713655706868
"condition_1204","1204","Degenerative myelopathy","condition_1211","1211","Laryngeal paralysis (Neurologic)",7,1.27168518638431,1.26585772824825,1.7774531235748e-07,0.0011048648616141
"condition_1804","1804","Fractured bone (long bone in limb)","condition_1810","1810","Hit by car or other vehicle",7,1.27414448978082,1.27383627324883,1.95571330019462e-07,0.00121567138740098
"condition_198","198","Other eye condition","condition_398","398","Other oral condition",20,6.79923730993332,6.79097620781055,2.03532739551093e-07,0.00126515950904959
"condition_711","711","Fecal incontinence","condition_915","915","Urinary incontinence",15,4.42702341951982,4.40048954018034,2.32536844779752e-07,0.00144544902715094
"condition_116","116","Nuclear sclerosis","condition_1210","1210","Intervertebral disc disease (IVDD) (Neurologic)",10,2.32369808812555,2.32193988960177,2.35661511527319e-07,0.00146487195565381
"condition_414","414","Lick granuloma","condition_423","423","Pruritis (itchy skin)",19,6.33518969302789,6.32776787715051,2.39301458759833e-07,0.00148749786765112
"condition_432","432","Ticks","condition_1119","1119","Spondylosis",11,2.71946925033852,2.71787774488046,2.5465878505937e-07,0.00158295900792904
"condition_712","712","Food or medicine allergies","condition_1805","1805","Fractured bone (other bone in limb)",10,2.33310085563563,2.33208898332352,2.57682340798482e-07,0.00160175343040336
"condition_898","898","Other liver condition","condition_1609","1609","Coccidia",8,1.64122802099229,1.64070686311736,3.44751846070857e-07,0.00214297747517645
"condition_424","424","Pyoderma or bacterial dermatitis","condition_714","714","Hemorrhagic gastroenteritis (HGE) or stress colitis (acute)",6,1.03973436301696,1.03952262689766,5.7211820725378e-07,0.0035562867762895
"condition_202","202","Ear Infection","condition_405","405","Atopic dermatitis (atopy)",46,22.848590693101,22.7480928378082,6.04802488979317e-07,0.00375945227149543
"condition_101","101","Blindness","condition_201","201","Deafness",43,21.2124167986492,20.3942886327277,7.01678100512027e-07,0.00436163107278276
"condition_198","198","Other eye condition","condition_1798","1798","Other ToxinConsumption",19,6.61828883139776,6.61096132110303,7.33874563230152e-07,0.00456176428503862
"condition_198","198","Other eye condition","condition_1898","1898","Other trauma",39,18.4392677089254,18.3828734765177,8.114379577151e-07,0.00504389834515706
"condition_102","102","Cataracts","condition_205","205","Hearing loss (incompletely deaf)",217,159.450808455067,144.270942173357,8.28683464737523e-07,0.00515109641680844
"condition_1111","1111","Intervertebral disc disease (IVDD) (Orthopedic)","condition_1119","1119","Spondylosis",9,2.09514337844968,2.09432630354194,9.15414727353792e-07,0.00569021794523117
"condition_1605","1605","Bordetella and/or parainfluenza (kennel cough)","condition_1701","1701","Chocolate",39,18.5077838523508,18.4506249124093,9.1786986888831e-07,0.00570547910500973
"condition_1616","1616","Gastrointestinal parasites","condition_1701","1701","Chocolate",22,8.28630833563446,8.27418877790492,9.32580888401979e-07,0.0057969228023067
"condition_1210","1210","Intervertebral disc disease (IVDD) (Neurologic)","condition_1798","1798","Other ToxinConsumption",8,1.73107297074748,1.73035247043485,9.41035191770467e-07,0.00584947475204522
"condition_1112","1112","Lameness (chronic or recurrent)","condition_1119","1119","Spondylosis",12,3.32314924677739,3.31973814909841,9.5733439775536e-07,0.00595079061644732
"condition_102","102","Cataracts","condition_304","304","Dental calculus (yellow build-up on teeth)",427,343.691693667672,309.451735094403,1.09105193302206e-06,0.00678197881566512
"condition_405","405","Atopic dermatitis (atopy)","condition_408","408","Contact dermatitis",12,3.36280475039433,3.36049554737018,1.2287230289898e-06,0.0076377423482006
"condition_424","424","Pyoderma or bacterial dermatitis","condition_712","712","Food or medicine allergies",10,2.5288375738053,2.52736213881912,1.30380359186777e-06,0.00810444312705006
"hs_cancer_types_soft_tissue_sarcoma","2031","Soft tissue sarcoma","condition_714","714","Hemorrhagic gastroenteritis (HGE) or stress colitis (acute)",5,0.80513325848783,0.805001790694259,1.466831151542e-06,0.00911782243798507
"hs_cancer_types_lipoma","2018","Lipoma","condition_898","898","Other liver condition",10,2.55316007231085,2.55198976452095,1.56900330516851e-06,0.00975292454492746
"condition_708","708","Chronic or recurrent diarrhea","condition_1616","1616","Gastrointestinal parasites",15,4.80133632777609,4.79714962713096,1.60881867161677e-06,0.0100004168627698
"condition_1601","1601","Anaplasmosis","condition_1614","1614","Ehrlichiosis",7,1.43588566063199,1.43524235982107,1.70499469864804e-06,0.0105982470467962
"condition_412","412","Food or medicine allergies that affect the skin","condition_424","424","Pyoderma or bacterial dermatitis",10,2.56665843256576,2.5653088740254,1.73339450815213e-06,0.0107747802626736
"condition_408","408","Contact dermatitis","condition_423","423","Pruritis (itchy skin)",14,4.3466687387213,4.34305026881664,1.80970314944684e-06,0.0112491147769616
"condition_512","512","Congestive heart failure","condition_514","514","Hypertension (high blood pressure)",8,1.79691505237817,1.79471912730929,1.82564842365895e-06,0.011348230601464
"condition_424","424","Pyoderma or bacterial dermatitis","condition_1119","1119","Spondylosis",6,1.11759065579618,1.11725949860815,1.92706061730163e-06,0.0119786087971469
"condition_1106","1106","Degenerative joint disease","condition_1210","1210","Intervertebral disc disease (IVDD) (Neurologic)",11,3.00857202305596,3.0065960884571,2.02510345903573e-06,0.0125880431013661
"condition_798","798","Other gastrointestinal condition","condition_1198","1198","Other orthopedic condition",16,5.36541553113079,5.36045381262155,2.18201607060653e-06,0.0135634118948902
"condition_612","612","Tracheal collapse","condition_1117","1117","Patellar luxation",22,8.62736044744811,8.5654629439455,2.4477565930825e-06,0.0152152549826008
"condition_202","202","Ear Infection","condition_205","205","Hearing loss (incompletely deaf)",100,63.8505604799225,62.8849134792164,2.57519274393658e-06,0.0160073980963098
"condition_406","406","Chronic or recurrent hot spots","condition_410","410","Flea allergy dermatitis",20,7.51945523856776,7.5088617128329,2.62475896706249e-06,0.0163155017392604
"condition_101","101","Blindness","condition_102","102","Cataracts",75,45.1439239366061,43.2708448809671,2.82960508712904e-06,0.0175888252215941
"condition_605","605","Chronic or recurrent cough","condition_612","612","Tracheal collapse",14,4.46698159819116,4.44938379946747,3.10079989218615e-06,0.0192745721298291
"condition_424","424","Pyoderma or bacterial dermatitis","condition_914","914","Urinary crystals or stones in bladder or urethra",9,2.23971152521205,2.23848015666085,3.11483314363592e-06,0.0193618028208409
"condition_514","514","Hypertension (high blood pressure)","condition_1305","1305","Cushing's disease (hyperadrenocorticism; excess adrenal function)",8,1.85382323197293,1.85238292560742,3.15314080645557e-06,0.0195999232529278
"condition_1111","1111","Intervertebral disc disease (IVDD) (Orthopedic)","condition_1112","1112","Lameness (chronic or recurrent)",17,5.97299899261694,5.96577668074562,3.17109727276943e-06,0.0197115406475348
"condition_708","708","Chronic or recurrent diarrhea","condition_711","711","Fecal incontinence",10,2.6553359508487,2.65175701720127,3.23685714032074e-06,0.0201203039842337
"condition_201","201","Deafness","condition_202","202","Ear Infection",65,37.569582100603,37.1695541204019,3.40990996827717e-06,0.0211960003628109
"condition_298","298","Other ear condition","condition_1898","1898","Other trauma",21,8.18877516749485,8.1752288010796,3.72086155853157e-06,0.0231288754478322
"condition_432","432","Ticks","condition_1617","1617","Giardia",26,11.1100269269181,11.0885597452294,3.88306201015709e-06,0.0241371134551365
"condition_411","411","Fleas","condition_1622","1622","Hookworms",14,4.51883360352659,4.51509710837964,4.06017318965723e-06,0.0252380365469093
"condition_998","998","Other kidney condition","condition_1298","1298","Other neurologic condition",9,2.28075453844043,2.27951227148233,4.28542415897848e-06,0.0266381965722102
"condition_426","426","Seasonal allergies","condition_428","428","Sebaceous cysts",66,38.5656644094668,38.3159552457512,4.66707553881118e-06,0.0290105415492503
"hs_cancer_types_lipoma","2018","Lipoma","condition_304","304","Dental calculus (yellow build-up on teeth)",57,32.0941847377808,31.9119542301017,5.19635553586362e-06,0.0323005460109283
"condition_432","432","Ticks","condition_1637","1637","Tapeworms",20,7.75046809979649,7.73934303525539,5.33352865450532e-06,0.0331532141164051
"condition_407","407","Chronic or recurrent skin infections","condition_712","712","Food or medicine allergies",18,6.68360794978089,6.67398318426207,5.92262711318625e-06,0.0368150501355657
"condition_414","414","Lick granuloma","condition_426","426","Seasonal allergies",26,11.3174029567794,11.2923181960687,6.23242638186916e-06,0.0387407623896987
"condition_712","712","Food or medicine allergies","condition_1634","1634","Roundworms",14,4.6255913690573,4.62134780662082,6.48135644376602e-06,0.0402881116544496
"condition_498","498","Other skin condition","condition_798","798","Other gastrointestinal condition",15,5.16547173494599,5.1608710070181,7.48789026872032e-06,0.0465447259103655
"condition_410","410","Flea allergy dermatitis","condition_426","426","Seasonal allergies",28,12.7401094169077,12.712603059025,9.34863579837852e-06,0.0581111201227209
"condition_1812","1812","Laceration","condition_1813","1813","Penetrating wound (such as a stick)",16,5.76941011787593,5.75915478933525,1.00823817390516e-05,0.0626720848899447
"condition_198","198","Other eye condition","condition_711","711","Fecal incontinence",10,2.85784648066663,2.85491591021652,1.18412437228876e-05,0.0736051709814693
"hs_cancer_types_mast_cell_tumor","2020","Mast cell tumor","condition_109","109","Corneal ulcer",13,4.28216351758966,4.27897604295781,1.25205187866406e-05,0.077827544777758
"condition_709","709","Chronic or recurrent vomiting","condition_1210","1210","Intervertebral disc disease (IVDD) (Neurologic)",6,1.27760672152017,1.27706684995759,1.46502381067615e-05,0.0910658800716295
"condition_407","407","Chronic or recurrent skin infections","condition_1112","1112","Lameness (chronic or recurrent)",20,8.18138138817612,8.16394007488264,1.76440328225613e-05,0.109675308025041
"condition_198","198","Other eye condition","condition_1198","1198","Other orthopedic condition",26,11.8361014222327,11.8129659134104,1.88610131612865e-05,0.117240057810557
"condition_1616","1616","Gastrointestinal parasites","condition_1640","1640","Whipworms",6,1.30955081407963,1.30916308906629,2.07134421230659e-05,0.128754756236978
"condition_432","432","Ticks","condition_1622","1622","Hookworms",11,3.4225948724828,3.42043872982937,2.09153236215842e-05,0.130009651631767
"condition_406","406","Chronic or recurrent hot spots","condition_411","411","Fleas",27,12.530458925133,12.5023509139386,2.13632010912512e-05,0.132793657983217
"condition_398","398","Other oral condition","condition_1616","1616","Gastrointestinal parasites",10,2.96553680922951,2.96387289253908,2.19411885221676e-05,0.136386427853794
"condition_405","405","Atopic dermatitis (atopy)","condition_712","712","Food or medicine allergies",17,6.61841915061202,6.61071432769381,2.69832993872177e-05,0.167728188990945
"condition_202","202","Ear Infection","condition_712","712","Food or medicine allergies",38,20.0136105506015,19.9258927556902,2.79655293324854e-05,0.173833730330729
"condition_423","423","Pruritis (itchy skin)","condition_705","705","Anal sac impaction",27,12.6766329932439,12.6476847620909,2.81820277308054e-05,0.175179484374686
"condition_1637","1637","Tapeworms","condition_1640","1640","Whipworms",9,2.55929069375416,2.55782518882502,2.82279945330588e-05,0.175465214017494
"condition_205","205","Hearing loss (incompletely deaf)","condition_1113","1113","Osteoarthritis",196,148.183923826687,141.009224592701,2.8281563047905e-05,0.175798195905777
"condition_414","414","Lick granuloma","condition_428","428","Sebaceous cysts",23,10.1704993267189,10.1516180120993,2.82905405466494e-05,0.175854000037973
"condition_1609","1609","Coccidia","condition_1634","1634","Roundworms",7,1.72062275419391,1.72005919439328,2.84370811959311e-05,0.176764896713908
"condition_1112","1112","Lameness (chronic or recurrent)","condition_1616","1616","Gastrointestinal parasites",13,4.48477091883364,4.48026427958164,2.8736980802857e-05,0.178629072670559
"condition_1205","1205","Dementia or senility","condition_1803","1803","Fall from height",17,6.67984724383174,6.61250053302578,2.9935944608428e-05,0.186081831685988
"condition_1609","1609","Coccidia","condition_1616","1616","Gastrointestinal parasites",6,1.35059197142024,1.35026431761897,3.1513477853462e-05,0.19588777833712
"condition_116","116","Nuclear sclerosis","condition_423","423","Pruritis (itchy skin)",19,7.82859822790107,7.81696518037253,3.22570632494967e-05,0.200509905158871
"condition_203","203","Ear Mites","condition_408","408","Contact dermatitis",5,1.00230035317067,1.00202563528743,3.253100277123e-05,0.202212713225966
"condition_1605","1605","Bordetella and/or parainfluenza (kennel cough)","condition_1616","1616","Gastrointestinal parasites",15,5.57538929880011,5.56928828829687,3.25400609265669e-05,0.20226901871954
"condition_298","298","Other ear condition","condition_398","398","Other oral condition",10,3.03999619327933,3.03779227213656,3.25819136508532e-05,0.202529175253704
"condition_709","709","Chronic or recurrent vomiting","condition_712","712","Food or medicine allergies",9,2.59015827006557,2.58893044800374,3.39246182844422e-05,0.210875427256093
"condition_398","398","Other oral condition","condition_1698","1698","Other infectious disease",8,2.15777523608254,2.1569076733652,3.47517577121703e-05,0.216016925938851
"condition_705","705","Anal sac impaction","condition_1117","1117","Patellar luxation",22,9.67555753794066,9.63477423932535,3.58591755125204e-05,0.222900634985827
"hs_cancer_types_lipoma","2018","Lipoma","condition_405","405","Atopic dermatitis (atopy)",12,4.05050176272891,4.04752426872243,3.8856545586885e-05,0.241532287368077
"condition_1106","1106","Degenerative joint disease","condition_1111","1111","Intervertebral disc disease (IVDD) (Orthopedic)",19,7.90914566008484,7.89602286852011,3.95777736598157e-05,0.246015441069414
"condition_510","510","Arrhythmia","condition_1119","1119","Spondylosis",5,1.01807929036234,1.01786815627367,3.95987409671505e-05,0.246145773851807
"condition_116","116","Nuclear sclerosis","condition_714","714","Hemorrhagic gastroenteritis (HGE) or stress colitis (acute)",8,2.17951704556808,2.17859450181368,4.01672671577202e-05,0.249679732652389
"condition_712","712","Food or medicine allergies","condition_1605","1605","Bordetella and/or parainfluenza (kennel cough)",20,8.50852115673572,8.49469080027742,4.02718926968415e-05,0.250330085003567
"condition_1605","1605","Bordetella and/or parainfluenza (kennel cough)","condition_1634","1634","Roundworms",17,6.76190570192806,6.75309065490229,4.07845599899037e-05,0.253516824897241
"condition_109","109","Corneal ulcer","condition_605","605","Chronic or recurrent cough",14,5.10915716313581,5.09350013081635,4.08355762415713e-05,0.253833941917607
"condition_398","398","Other oral condition","condition_1898","1898","Other trauma",23,10.3842825020635,10.3636869063456,4.44926041968108e-05,0.276566027687376
"condition_411","411","Fleas","condition_1705","1705","Ingestion of recreational drugs",10,3.10802821806329,3.10618321126398,4.60566368160054e-05,0.28628805444829
"condition_519","519","Valve disease","condition_608","608","Laryngeal paralysis (Respiratory)",6,1.39304658412114,1.39259624440179,4.73230085603626e-05,0.294159821211214
"condition_1111","1111","Intervertebral disc disease (IVDD) (Orthopedic)","condition_1798","1798","Other ToxinConsumption",13,4.63997473924676,4.63494931231467,5.15541966322752e-05,0.320460886266223
"condition_809","809","Pancreatitis","condition_1113","1113","Osteoarthritis",92,61.6837505696298,60.9764586783987,5.17265104216236e-05,0.321531988780812
"condition_498","498","Other skin condition","condition_1198","1198","Other orthopedic condition",24,11.0969516323193,11.0763716334269,5.28805139213828e-05,0.328705274535316
"condition_1110","1110","Hip dysplasia","condition_1119","1119","Spondylosis",13,4.65685774629515,4.64807379418126,5.44531389116143e-05,0.338480711474595
"condition_307","307","Gingivitis (red, puffy gums)","condition_1111","1111","Intervertebral disc disease (IVDD) (Orthopedic)",34,17.7898957322218,17.683113053275,5.79024818594398e-05,0.359921827238278
"condition_1703","1703","Grapes or raisins","condition_1801","1801","Dog bite",34,17.7764643541036,17.7171608343836,5.80244429431165e-05,0.360679937334412
"condition_304","304","Dental calculus (yellow build-up on teeth)","condition_709","709","Chronic or recurrent vomiting",50,29.2827640137429,29.0822739823588,6.11053668991834e-05,0.379830960645324
"condition_711","711","Fecal incontinence","condition_1216","1216","Vestibular disease",10,3.23744579753618,3.09987406299219,6.12793624018559e-05,0.380912516689936
"condition_108","108","Conjunctivitis","condition_405","405","Atopic dermatitis (atopy)",14,5.2437276848377,5.23856596844823,6.51955184851616e-05,0.405255342903765
"condition_406","406","Chronic or recurrent hot spots","condition_712","712","Food or medicine allergies",22,9.96234730865328,9.93856928726944,6.71637084500576e-05,0.417489611725558
"condition_104","104","Keratoconjunctivitis sicca (KCS)","condition_108","108","Conjunctivitis",11,3.68972708086301,3.68556691715572,7.00861322084911e-05,0.435655397807981
