"Disease1","Disease1_key","Disease1_name","Disease2","Disease2_key","Disease2_name","TestValue","ExpectedValue","Variance","PValue","AdjustedPValue"
"condition_708","708","Chronic or recurrent diarrhea","condition_1617","1617","Giardia",95,42.5857501285999,42.4527153064654,4.44089209850063e-16,3.60955709766131e-12
"condition_430","430","Systemic demodectic mange","condition_1698","1698","Other infectious disease",13,1.93085935495871,1.93052200253428,7.7715611723761e-16,6.3167249209073e-12
"condition_411","411","Fleas","condition_1637","1637","Tapeworms",58,21.2874343381367,21.2530012780021,8.88178419700125e-16,7.21911419532262e-12
"condition_1805","1805","Fractured bone (other bone in limb)","condition_1810","1810","Hit by car or other vehicle",21,4.46471329058903,4.46334282078404,2.55351295663786e-15,2.07549533115525e-11
"condition_1614","1614","Ehrlichiosis","condition_1627","1627","Lyme disease",26,6.38291745697687,6.37894315402047,3.99680288865056e-15,3.24860138789518e-11
"condition_1609","1609","Coccidia","condition_1622","1622","Hookworms",32,8.99672757220083,8.98993821425818,8.43769498715119e-15,6.85815848555649e-11
"condition_407","407","Chronic or recurrent skin infections","condition_408","408","Contact dermatitis",25,6.09380158354008,6.09115148396118,9.2148511043888e-15,7.48983097764722e-11
"condition_1601","1601","Anaplasmosis","condition_1614","1614","Ehrlichiosis",16,2.94217745471809,2.94130033711652,1.33226762955019e-14,1.08286712929839e-10
"condition_425","425","Sarcoptic mange","condition_1698","1698","Other infectious disease",11,1.56492688312885,1.56472493265211,2.29816166097407e-14,1.86794579803972e-10
"condition_1117","1117","Patellar luxation","condition_1198","1198","Other orthopedic condition",49,17.7723300300344,17.7206568020941,5.93969318174459e-14,4.827782618122e-10
"condition_423","423","Pruritis (itchy skin)","condition_424","424","Pyoderma or bacterial dermatitis",33,9.81281517167849,9.8059619257765,6.57252030578093e-14,5.34214450453874e-10
"condition_101","101","Blindness","condition_201","201","Deafness",10,1.38919058068242,1.38873089259098,1.36668454331357e-13,1.11084119680527e-09
"condition_408","408","Contact dermatitis","condition_426","426","Seasonal allergies",67,28.3602473559764,28.3072747963834,1.90070181815827e-13,1.54489043779904e-09
"condition_1609","1609","Coccidia","condition_1616","1616","Gastrointestinal parasites",24,6.2025089349038,6.19946286327255,4.404254738688e-13,3.57977825160561e-09
"condition_202","202","Ear Infection","condition_712","712","Food or medicine allergies",92,44.4578999600557,44.28210784465,4.52082815627364e-13,3.67452912541921e-09
"condition_412","412","Food or medicine allergies that affect the skin","condition_719","719","Other allergies",18,3.90777079533522,3.90658488840981,5.02375918642883e-13,4.08331146672935e-09
"condition_406","406","Chronic or recurrent hot spots","condition_423","423","Pruritis (itchy skin)",75,33.8719371672598,33.7867112977105,7.43849426498855e-13,6.04600813858269e-09
"condition_405","405","Atopic dermatitis (atopy)","condition_712","712","Food or medicine allergies",47,17.490968445645,17.4699538643686,8.32112156956555e-13,6.76340761174288e-09
"condition_202","202","Ear Infection","condition_423","423","Pruritis (itchy skin)",141,78.7640854822657,78.3268715710737,1.01718633516157e-12,8.26769053219324e-09
"condition_504","504","Murmur","condition_510","510","Arrhythmia",17,3.64262368728584,3.64072582661473,1.27553523299184e-12,1.03675503737577e-08
"condition_1112","1112","Lameness (chronic or recurrent)","condition_1804","1804","Fractured bone (long bone in limb)",17,3.7154767632077,3.71450458419213,2.735256465769e-12,2.22321645537704e-08
"condition_1110","1110","Hip dysplasia","condition_1113","1113","Osteoarthritis",61,26.1091272184004,25.9046429237228,3.55948603925071e-12,2.89315025270298e-08
"condition_605","605","Chronic or recurrent cough","condition_698","698","Other respiratory condition",7,0.815281046479323,0.815162211354299,3.68949315543432e-12,2.99882003673702e-08
"condition_202","202","Ear Infection","condition_205","205","Hearing loss (incompletely deaf)",25,6.99065129533833,6.97472609311927,4.57689441901721e-12,3.72009978377719e-08
"condition_410","410","Flea allergy dermatitis","condition_412","412","Food or medicine allergies that affect the skin",34,11.2156938806125,11.2069455740797,5.01731989288601e-12,4.07807760893775e-08
"condition_426","426","Seasonal allergies","condition_719","719","Other allergies",28,8.49000824440891,8.4849487881062,1.05786490678383e-11,8.59832596233897e-08
"condition_1609","1609","Coccidia","condition_1634","1634","Roundworms",30,9.43895844676875,9.43119515302458,1.07709396957034e-11,8.75461978466772e-08
"condition_407","407","Chronic or recurrent skin infections","condition_719","719","Other allergies",11,1.86583867246886,1.86556369868949,1.13509202037676e-11,9.2260279416223e-08
"condition_304","304","Dental calculus (yellow build-up on teeth)","condition_306","306","Fractured teeth",398,286.842148018987,277.923146123104,1.29898314327193e-11,1.05581349885142e-07
"condition_1701","1701","Chocolate","condition_1705","1705","Ingestion of recreational drugs",31,10.0822052147958,10.0750738263417,2.19769757947574e-11,1.78628859259788e-07
"condition_108","108","Conjunctivitis","condition_1617","1617","Giardia",92,47.1175894390331,46.9481348456479,2.86939361160421e-11,2.3322431275119e-07
"condition_410","410","Flea allergy dermatitis","condition_426","426","Seasonal allergies",59,25.9414272455463,25.8935203380603,4.10678158146993e-11,3.33799206941876e-07
"condition_1812","1812","Laceration","condition_1813","1813","Penetrating wound (such as a stick)",47,18.9012976869946,18.8685190531897,4.94231322534233e-11,4.01711218955825e-07
"condition_1701","1701","Chocolate","condition_1704","1704","Ingestion of human medications",44,17.2035201058197,17.1823517911149,5.08095787665752e-11,4.12980256214723e-07
"condition_405","405","Atopic dermatitis (atopy)","condition_410","410","Flea allergy dermatitis",31,10.2912213741988,10.2837435822391,5.31479305010407e-11,4.31986379112459e-07
"condition_304","304","Dental calculus (yellow build-up on teeth)","condition_313","313","Underbite",121,68.325019699424,67.6290677270887,7.5049966241636e-11,6.10006125612017e-07
"condition_1110","1110","Hip dysplasia","condition_1198","1198","Other orthopedic condition",36,13.0971114451425,13.0819137072595,1.20845000672887e-10,9.82228165469226e-07
"condition_432","432","Ticks","condition_1627","1627","Lyme disease",47,19.2926034611549,19.2564373454433,1.35916389254476e-10,1.10472841186038e-06
"condition_1108","1108","Elbow dysplasia","condition_1113","1113","Osteoarthritis",25,7.60724922780158,7.59211154011659,1.37467703886784e-10,1.11733749719178e-06
"condition_1619","1619","Heartworm infection","condition_1622","1622","Hookworms",35,12.729473845672,12.7148942650085,2.11089479229543e-10,1.71573528717773e-06
"condition_1816","1816","Tail injury","condition_1817","1817","Torn or broken toenail",53,23.0731400615776,23.0175337411977,2.21877405337523e-10,1.80341955058339e-06
"condition_404","404","Alopecia (hair loss)","condition_412","412","Food or medicine allergies that affect the skin",32,11.1998902663675,11.1911028874286,2.52260878852439e-10,2.05037642331262e-06
"condition_107","107","Third eyelid prolapse (cherry eye)","condition_112","112","Entropion (eyelid rolled in)",7,0.948517350729297,0.948421228699358,2.58500110206228e-10,2.10108889575622e-06
"condition_1112","1112","Lameness (chronic or recurrent)","condition_1113","1113","Osteoarthritis",52,22.648757342111,22.5524788037576,3.1932922972544e-10,2.59550797920838e-06
"condition_405","405","Atopic dermatitis (atopy)","condition_408","408","Contact dermatitis",32,11.2657788842416,11.257443349699,3.21104698386421e-10,2.60993898848483e-06
"condition_208","208","Rhinitis","condition_423","423","Pruritis (itchy skin)",15,3.47775842130415,3.47683769701515,3.21773052647245e-10,2.61537137191681e-06
"condition_432","432","Ticks","condition_1601","1601","Anaplasmosis",27,8.8609847068842,8.85290868114018,5.42549227766642e-10,4.40984012328727e-06
"condition_1117","1117","Patellar luxation","condition_1598","1598","Other congenital disorder",18,4.76607944146759,4.76212842846287,6.62228161196765e-10,5.38259049420731e-06
"condition_298","298","Other ear condition","condition_698","698","Other respiratory condition",7,0.985752224109149,0.98567824393347,6.90050905305384e-10,5.60873375832216e-06
"condition_915","915","Urinary incontinence","condition_916","916","Urinary tract infection (chronic or recurrent)",49,21.5059283072802,21.4128297410019,1.41143019494194e-09,1.14721046244881e-05
"condition_408","408","Contact dermatitis","condition_423","423","Pruritis (itchy skin)",42,17.3039816941467,17.2842837180381,1.42335165875807e-09,1.15690022823856e-05
"condition_1605","1605","Bordetella and/or parainfluenza (kennel cough)","condition_1616","1616","Gastrointestinal parasites",54,24.6337519490878,24.5822976137638,1.58119517479349e-09,1.28519543807215e-05
"condition_1809","1809","Head trauma due to any cause","condition_1811","1811","Kicked by horse or other large animal",5,0.5623975547075,0.562374179655164,1.63470592617898e-09,1.32868897679828e-05
"condition_511","511","Cardiomyopathy","condition_519","519","Valve disease",4,0.377777658386286,0.377745547298112,1.89016813312293e-09,1.53632865860232e-05
"condition_1701","1701","Chocolate","condition_1798","1798","Other ToxinConsumption",54,24.7602559217304,24.7177625104435,2.03600647452618e-09,1.65486606249488e-05
"condition_504","504","Murmur","condition_605","605","Chronic or recurrent cough",27,9.25059069158076,9.22999459050907,2.5743889242591e-09,2.0924633176378e-05
"condition_305","305","Extracted teeth","condition_313","313","Underbite",115,67.5938692948642,66.7581330437728,3.2752026646321e-09,2.66208472581297e-05
"condition_510","510","Arrhythmia","condition_519","519","Valve disease",4,0.388869077802685,0.388838867668214,3.49708617619626e-09,2.84243164401232e-05
"condition_605","605","Chronic or recurrent cough","condition_610","610","Pneumonia",6,0.806704916978999,0.80664379572125,3.68387553795202e-09,2.9942540372474e-05
"condition_1605","1605","Bordetella and/or parainfluenza (kennel cough)","condition_1617","1617","Giardia",139,85.7195547270872,85.1486719053925,3.8699219384597e-09,3.14547255158004e-05
"condition_511","511","Cardiomyopathy","condition_605","605","Chronic or recurrent cough",5,0.592863237764478,0.59279680097912,5.20063170306173e-09,4.22707344824857e-05
"condition_1812","1812","Laceration","condition_1817","1817","Torn or broken toenail",102,58.5298915475167,58.2641623911989,6.17037820838107e-09,5.01528340777213e-05
"condition_605","605","Chronic or recurrent cough","condition_612","612","Tracheal collapse",9,1.66915566482084,1.66754748646028,6.85596890370732e-09,5.57253152493331e-05
"condition_205","205","Hearing loss (incompletely deaf)","condition_407","407","Chronic or recurrent skin infections",10,2.01842798288719,2.01690849857632,9.54142220788157e-09,7.75526797056614e-05
"condition_404","404","Alopecia (hair loss)","condition_423","423","Pruritis (itchy skin)",37,15.1774154299506,15.1624225675739,1.04545149204327e-08,8.4974297273277e-05
"condition_430","430","Systemic demodectic mange","condition_432","432","Ticks",15,3.97973219856776,3.97841757181618,1.64686903003641e-08,0.000133857514761359
"condition_1809","1809","Head trauma due to any cause","condition_1810","1810","Hit by car or other vehicle",11,2.43537497225946,2.43488548271876,2.02457260956024e-08,0.000164557261705056
"condition_304","304","Dental calculus (yellow build-up on teeth)","condition_311","311","Retained deciduous (baby) teeth",77,41.765554743436,41.3912000429015,2.16750729586934e-08,0.00017617499300826
"condition_198","198","Other eye condition","condition_1998","1998","Other Immune",11,2.47017283590034,2.46961107402052,2.8522240569373e-08,0.000231828771347864
"condition_102","102","Cataracts","condition_201","201","Deafness",17,4.95005180991344,4.94283127895459,2.98036786361422e-08,0.000242244299954564
"condition_432","432","Ticks","condition_1817","1817","Torn or broken toenail",74,39.8847110143403,39.7674007446176,3.15382794324748e-08,0.000256343135227155
"condition_112","112","Entropion (eyelid rolled in)","condition_198","198","Other eye condition",14,3.67915227430623,3.67583803477851,3.65949683889255e-08,0.000297443903065186
"condition_404","404","Alopecia (hair loss)","condition_405","405","Atopic dermatitis (atopy)",27,9.99488887989087,9.98823562107561,3.71078108241107e-08,0.000301612286378372
"condition_709","709","Chronic or recurrent vomiting","condition_809","809","Pancreatitis",18,5.46062551847765,5.45788105067596,3.99402203532517e-08,0.00032463411103123
"condition_1106","1106","Degenerative joint disease","condition_1110","1110","Hip dysplasia",17,5.00983422663313,5.00323239932545,4.15114216334445e-08,0.000337404835036637
"condition_1113","1113","Osteoarthritis","condition_1119","1119","Spondylosis",17,5.08698427322429,5.08146362823321,6.29263187112983e-08,0.000511465118485433
"condition_698","698","Other respiratory condition","condition_1998","1998","Other Immune",4,0.454925400231252,0.454904843682933,7.35639962279322e-08,0.000597928161340633
"condition_407","407","Chronic or recurrent skin infections","condition_712","712","Food or medicine allergies",26,9.67670839639235,9.66943109997176,7.6309666141583e-08,0.000620244966398787
"condition_206","206","Hematoma","condition_712","712","Food or medicine allergies",12,2.98262677231113,2.98162034928353,8.84027849812341e-08,0.000718537836327471
"condition_1112","1112","Lameness (chronic or recurrent)","condition_1803","1803","Fall from height",16,4.6969268006675,4.69520027205355,9.12253147467013e-08,0.000741479358261188
"condition_104","104","Keratoconjunctivitis sicca (KCS)","condition_202","202","Ear Infection",35,14.9805539171777,14.9543461123032,1.12811854302564e-07,0.00091693475177124
"condition_1105","1105","Cruciate ligament rupture","condition_1117","1117","Patellar luxation",35,14.9850650751081,14.9518919867102,1.13261082401728e-07,0.000920586077761245
"condition_408","408","Contact dermatitis","condition_410","410","Flea allergy dermatitis",17,5.23455301294111,5.23266145780782,1.34932277351396e-07,0.00109672955031215
"condition_398","398","Other oral condition","condition_498","498","Other skin condition",28,10.9710611117796,10.9623639993372,1.35031321346624e-07,0.00109753457990536
"condition_1106","1106","Degenerative joint disease","condition_1119","1119","Spondylosis",6,0.960535168070697,0.96035911095111,1.35610594753643e-07,0.00110224291415761
"condition_1108","1108","Elbow dysplasia","condition_1110","1110","Hip dysplasia",16,4.77644099961368,4.76867223017522,1.37639973862846e-07,0.00111873770755721
"condition_412","412","Food or medicine allergies that affect the skin","condition_424","424","Pyoderma or bacterial dermatitis",22,7.74847871184621,7.74299559165676,1.51466930220501e-07,0.00123112320883223
"condition_202","202","Ear Infection","condition_206","206","Hematoma",27,10.4635575792992,10.4429468020335,1.55070200014151e-07,0.00126041058571502
"condition_423","423","Pruritis (itchy skin)","condition_712","712","Food or medicine allergies",53,26.6519888928803,26.6045978009122,1.62604990361359e-07,0.00132165336165713
"condition_102","102","Cataracts","condition_198","198","Other eye condition",29,11.6531242985142,11.6253699863222,1.81256559983467e-07,0.00147325331954562
"condition_405","405","Atopic dermatitis (atopy)","condition_406","406","Chronic or recurrent hot spots",48,23.431773545097,23.3836869217046,1.88095557906998e-07,0.00152884069466808
"condition_404","404","Alopecia (hair loss)","condition_708","708","Chronic or recurrent diarrhea",23,8.36008667491695,8.35536104974703,2.04494842059866e-07,0.00166213407626259
"condition_104","104","Keratoconjunctivitis sicca (KCS)","condition_412","412","Food or medicine allergies that affect the skin",20,6.82592092065946,6.82074097659439,2.27542846120699e-07,0.00184946825326904
"condition_612","612","Tracheal collapse","condition_1117","1117","Patellar luxation",23,8.41711137941839,8.38208496876781,2.36505719120039e-07,0.00192231848500768
"condition_305","305","Extracted teeth","condition_311","311","Retained deciduous (baby) teeth",75,42.5362065778639,42.1003341239267,2.81786491029834e-07,0.00229036059909049
"condition_1811","1811","Kicked by horse or other large animal","condition_1813","1813","Penetrating wound (such as a stick)",8,1.6619581294407,1.66174405735684,4.40093491649307e-07,0.00357707990012557
"condition_298","298","Other ear condition","condition_605","605","Chronic or recurrent cough",8,1.66321387589853,1.66287994596894,4.4609488714098e-07,0.00362585924268189
"condition_424","424","Pyoderma or bacterial dermatitis","condition_712","712","Food or medicine allergies",17,5.57638959476026,5.5736066579312,6.53216633561549e-07,0.00530934479758827
"condition_432","432","Ticks","condition_1637","1637","Tapeworms",41,19.6265770895992,19.5978062466491,6.89436645329167e-07,0.00560374105323547
"condition_898","898","Other liver condition","condition_1305","1305","Cushing's disease (hyperadrenocorticism; excess adrenal function)",5,0.769198080180047,0.769018922844075,7.0170149890636e-07,0.00570342978311089
"condition_425","425","Sarcoptic mange","condition_430","430","Systemic demodectic mange",5,0.772426630281106,0.772370056805834,7.53257604402258e-07,0.00612247780858155
"condition_708","708","Chronic or recurrent diarrhea","condition_719","719","Other allergies",11,2.8799084469603,2.87928860362423,8.53231856612346e-07,0.00693506853054515
"condition_398","398","Other oral condition","condition_1898","1898","Other trauma",42,20.4326731088285,20.402906100877,8.99669490794786e-07,0.00731251362118002
"condition_432","432","Ticks","condition_1812","1812","Laceration",53,27.8613207880486,27.7970782718523,9.29982716391109e-07,0.00755889951882693
"condition_914","914","Urinary crystals or stones in bladder or urethra","condition_998","998","Other kidney condition",11,2.90156190917146,2.9005665264375,9.91730497501564e-07,0.00806078548369271
"condition_1112","1112","Lameness (chronic or recurrent)","condition_1811","1811","Kicked by horse or other large animal",8,1.73788466556002,1.73761239375358,1.0142813433589e-06,0.00824407875882114
"condition_714","714","Hemorrhagic gastroenteritis (HGE) or stress colitis (acute)","condition_1616","1616","Gastrointestinal parasites",14,4.29843588263811,4.2971067637796,1.43378413819395e-06,0.0116537974752404
"condition_1105","1105","Cruciate ligament rupture","condition_1113","1113","Osteoarthritis",81,48.6915654742338,47.9964495453546,1.55443140759104e-06,0.0126344184809
"condition_206","206","Hematoma","condition_412","412","Food or medicine allergies that affect the skin",14,4.31748660137262,4.31519136166475,1.5726474392741e-06,0.0127824783864199
"condition_1801","1801","Dog bite","condition_1817","1817","Torn or broken toenail",222,162.864806116436,160.987533519655,1.57578135540071e-06,0.012807950856697
"condition_404","404","Alopecia (hair loss)","condition_410","410","Flea allergy dermatitis",15,4.81829067071012,4.8165456412705,1.74792042995087e-06,0.0142070972546407
"condition_109","109","Corneal ulcer","condition_112","112","Entropion (eyelid rolled in)",6,1.11492512362442,1.1147969330491,1.85749919057177e-06,0.0150977534209673
"condition_306","306","Fractured teeth","condition_1112","1112","Lameness (chronic or recurrent)",60,33.3380435281037,33.235488227759,1.87499014003834e-06,0.0152399198582316
"condition_298","298","Other ear condition","condition_612","612","Tracheal collapse",6,1.11702158610413,1.11657648396588,1.90902363939038e-06,0.015516544140965
"condition_410","410","Flea allergy dermatitis","condition_712","712","Food or medicine allergies",21,7.96793679111556,7.9636304834309,1.93691418726161e-06,0.0157432385140624
"condition_426","426","Seasonal allergies","condition_706","706","Bilious vomiting syndrome",19,6.89874620102368,6.89564647182314,2.02965233486729e-06,0.0164970141778013
"condition_408","408","Contact dermatitis","condition_412","412","Food or medicine allergies that affect the skin",29,12.6739326649847,12.6626618556749,2.23805348553707e-06,0.0181908987304453
"condition_203","203","Ear Mites","condition_423","423","Pruritis (itchy skin)",28,12.0684003370795,12.0585404166373,2.23885360983722e-06,0.0181974021407569
"condition_1106","1106","Degenerative joint disease","condition_1111","1111","Intervertebral disc disease (IVDD) (Orthopedic)",9,2.21019378596746,2.20905805940276,2.45857860581289e-06,0.0199833269080472
"condition_108","108","Conjunctivitis","condition_705","705","Anal sac impaction",34,15.9027349309254,15.8861608538036,2.80607821034895e-06,0.0228078036937163
"condition_1111","1111","Intervertebral disc disease (IVDD) (Orthopedic)","condition_1598","1598","Other congenital disorder",8,1.84675982981707,1.84611314146444,2.96721503179054e-06,0.0241175237783935
"condition_1198","1198","Other orthopedic condition","condition_1298","1298","Other neurologic condition",15,4.97003953324149,4.9680833414824,3.3989533816392e-06,0.0276266930859634
"condition_1813","1813","Penetrating wound (such as a stick)","condition_1817","1817","Torn or broken toenail",49,26.0580201369341,26.0072287666028,3.41904210010568e-06,0.027789974189659
"condition_108","108","Conjunctivitis","condition_1605","1605","Bordetella and/or parainfluenza (kennel cough)",59,33.158789137587,33.0793099487049,3.51164289513761e-06,0.0285426334516785
"condition_107","107","Third eyelid prolapse (cherry eye)","condition_109","109","Corneal ulcer",8,1.88234251706631,1.88185764523835,4.10645071147187e-06,0.0333772313828434
"condition_798","798","Other gastrointestinal condition","condition_998","998","Other kidney condition",10,2.68949761781831,2.68895268727982,4.13331114013094e-06,0.0335955529469843
